age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,previous,y
51,others,married,2,no,47,no,no,cellular,18,aug,4,0,no
33,others,married,2,no,0,no,no,cellular,25,aug,8,0,no
54,business,married,2,no,1987,no,no,cellular,14,jul,3,0,no
60,others,married,1,no,4903,no,yes,Unknown,9,jun,1,0,no
57,others,single,2,no,2236,yes,no,telephone,20,nov,8,2,no
38,business,divorced,2,no,488,yes,no,cellular,8,may,6,0,no
53,others,married,1,no,1138,yes,no,cellular,6,aug,2,0,no
30,others,single,2,no,298,yes,no,Unknown,16,may,2,0,no
79,others,married,2,no,668,no,no,telephone,2,jul,1,0,yes
31,others,married,1,no,951,yes,no,cellular,13,may,1,0,no
30,others,married,2,no,52,yes,yes,cellular,11,may,1,0,no
37,others,single,2,no,3,yes,no,cellular,8,aug,5,0,no
20,others,single,2,no,179,no,no,cellular,25,mar,3,3,no
48,others,divorced,1,no,2805,no,yes,cellular,23,jul,2,0,no
71,others,married,2,no,3,no,no,cellular,13,aug,3,1,no
33,business,married,2,no,1114,yes,no,cellular,14,jul,3,0,no
49,others,married,2,no,329,yes,no,Unknown,14,may,2,0,no
49,others,single,3,no,631,no,no,cellular,9,feb,6,1,no
35,business,divorced,1,no,3888,no,no,Unknown,26,may,5,0,no
43,others,married,2,no,2344,yes,no,Unknown,27,may,2,0,no
67,others,married,2,no,2540,no,no,telephone,14,jun,5,4,yes
26,business,single,3,no,3730,yes,no,cellular,11,mar,1,4,no
41,business,married,3,no,2767,no,no,cellular,30,apr,1,0,no
55,business,married,3,no,625,no,no,telephone,20,nov,2,4,no
40,others,married,2,no,3765,yes,no,cellular,20,nov,2,0,no
54,others,single,2,no,770,no,no,Unknown,17,jun,2,0,no
22,others,single,2,no,1522,no,no,cellular,30,oct,2,0,yes
46,business,married,3,no,99,yes,no,cellular,23,jul,1,0,no
40,others,married,2,no,0,yes,no,cellular,17,nov,2,1,no
48,others,married,1,no,72,yes,no,Unknown,6,jun,5,0,no
34,business,married,2,no,355,no,no,cellular,21,aug,3,0,no
52,others,divorced,2,no,2816,no,no,Unknown,20,jun,3,0,no
46,business,married,3,no,1514,no,no,cellular,7,aug,2,0,no
50,others,married,1,no,2590,yes,no,Unknown,9,may,6,0,no
52,others,single,2,no,1262,no,yes,cellular,17,nov,1,0,no
55,business,married,3,no,1713,no,no,cellular,27,aug,5,0,no
45,business,single,3,no,451,no,no,Unknown,17,jun,1,0,no
50,business,married,1,no,1327,no,yes,cellular,24,jul,1,0,no
34,others,married,2,no,-126,yes,no,cellular,17,apr,2,0,no
38,others,married,1,no,467,yes,no,Unknown,16,may,1,0,no
45,others,married,2,no,360,no,no,cellular,4,may,1,1,no
36,business,married,2,no,165,yes,no,Unknown,23,may,4,0,no
59,business,married,1,no,282,no,no,cellular,3,feb,2,0,no
42,business,married,2,no,4314,no,no,cellular,7,jul,1,0,no
44,others,married,1,no,135,yes,no,cellular,20,apr,1,0,no
29,business,married,2,no,396,yes,no,Unknown,30,may,2,0,no
92,others,married,2,no,775,no,no,cellular,26,jan,4,3,yes
34,others,married,2,no,268,no,no,cellular,11,aug,4,0,no
36,others,single,2,no,605,no,no,cellular,30,jan,2,0,no
36,others,married,1,no,8326,yes,no,Unknown,27,may,4,0,no
36,business,single,3,no,317,no,no,Unknown,16,jun,1,0,no
45,others,divorced,2,no,441,yes,no,cellular,2,feb,1,0,no
39,business,married,3,no,305,yes,no,Unknown,7,may,6,0,no
39,others,married,2,no,1372,yes,yes,cellular,5,may,1,1,no
33,others,single,3,no,-452,no,no,cellular,29,jan,2,0,yes
31,others,married,3,no,5,yes,yes,cellular,21,nov,1,2,yes
34,business,divorced,2,no,961,no,no,cellular,5,apr,2,2,no
31,others,single,2,yes,68,yes,no,Unknown,9,may,2,0,no
35,others,married,1,no,14,no,yes,cellular,31,jul,8,0,no
56,others,married,1,no,1448,yes,yes,telephone,20,nov,1,0,no
31,business,married,3,no,141,yes,no,cellular,4,feb,2,7,yes
51,others,married,2,no,-355,yes,yes,cellular,17,nov,2,0,no
57,others,divorced,1,no,2225,yes,no,cellular,18,may,4,0,no
58,others,divorced,2,no,644,no,yes,cellular,17,nov,4,4,no
35,business,married,2,no,1160,yes,no,Unknown,27,may,3,0,no
37,others,married,2,no,0,no,no,Unknown,18,jun,1,0,no
55,others,married,1,no,150,no,no,cellular,8,jul,1,0,no
31,others,married,3,no,311,no,yes,cellular,8,aug,2,0,no
57,others,divorced,1,no,818,no,no,cellular,28,jan,1,0,no
52,others,married,2,no,1440,yes,no,cellular,20,apr,2,1,no
36,business,married,2,no,229,yes,no,cellular,28,jul,2,0,no
32,others,married,2,no,180,yes,no,telephone,15,may,2,0,no
32,others,married,2,no,2353,yes,yes,cellular,14,jul,3,0,no
51,others,married,1,no,0,no,no,cellular,21,aug,4,0,no
42,others,single,1,no,206,no,yes,cellular,24,jul,1,0,no
36,others,married,2,no,-195,yes,no,Unknown,13,may,1,0,no
44,others,married,2,no,2092,no,yes,Unknown,18,jun,1,0,no
32,business,single,3,no,1010,yes,no,cellular,16,jul,1,0,no
50,others,married,2,no,3370,no,no,cellular,21,aug,2,2,yes
30,others,married,2,no,817,yes,no,cellular,22,aug,4,0,no
27,others,married,2,no,30,no,yes,cellular,18,may,1,4,no
41,business,single,2,no,646,yes,no,Unknown,29,may,2,0,no
33,business,married,2,no,56,no,no,cellular,5,feb,2,0,no
47,others,married,2,no,311,yes,yes,cellular,12,may,1,3,no
39,others,divorced,2,no,-388,yes,no,cellular,9,jul,2,0,no
62,business,married,3,no,5008,no,no,telephone,4,jun,2,0,no
45,business,divorced,2,no,0,no,no,cellular,17,jul,3,0,no
38,others,married,2,no,625,yes,no,Unknown,4,jun,2,0,no
31,others,married,2,no,413,yes,no,Unknown,13,may,1,0,no
20,others,single,3,no,755,no,no,cellular,29,dec,1,0,yes
44,others,married,3,no,1146,no,no,cellular,4,jul,2,0,no
39,others,married,1,no,34,yes,no,Unknown,27,may,1,0,no
28,others,married,2,no,839,yes,no,Unknown,27,may,2,0,no
53,others,married,2,no,1139,yes,no,Unknown,16,may,6,0,no
48,others,married,2,no,252,no,no,cellular,7,jul,5,0,no
46,others,married,1,no,809,no,no,cellular,4,aug,1,0,no
22,others,single,1,no,3472,no,no,cellular,20,oct,1,3,yes
34,others,married,2,no,199,yes,no,Unknown,8,may,3,0,no
31,others,married,2,no,1570,yes,yes,cellular,19,nov,2,1,no
25,others,married,2,no,72,yes,no,cellular,23,jul,2,0,no
42,others,divorced,2,no,0,yes,no,Unknown,30,may,6,0,no
32,business,single,3,no,-307,yes,yes,cellular,7,may,2,2,no
43,others,married,1,no,548,no,no,cellular,30,jul,9,0,no
34,others,married,2,no,-346,no,no,cellular,13,aug,4,0,no
52,others,married,2,no,698,no,no,telephone,30,jul,2,0,no
35,business,married,2,no,2311,yes,no,cellular,5,may,1,1,no
49,others,married,2,no,3728,yes,no,cellular,11,jul,2,0,yes
53,others,married,1,no,-1455,yes,no,Unknown,23,may,2,0,no
30,business,married,3,no,0,no,no,cellular,14,aug,2,0,no
37,business,married,2,no,351,yes,no,Unknown,5,jun,3,0,no
33,business,married,2,no,139,yes,yes,cellular,13,may,1,0,no
32,others,single,2,no,945,no,no,cellular,4,may,3,0,no
29,business,married,2,no,178,yes,no,cellular,5,may,4,0,no
56,others,married,2,no,12,no,no,cellular,12,oct,3,1,yes
44,business,single,3,no,670,yes,no,cellular,31,jul,6,0,no
39,business,married,2,no,1072,yes,no,Unknown,27,may,2,0,no
54,business,married,2,no,876,yes,no,cellular,28,jan,2,3,no
36,others,married,3,no,943,no,no,cellular,20,nov,3,0,no
33,others,single,2,no,4792,no,no,cellular,26,may,3,0,no
31,others,single,2,no,181,no,no,cellular,12,aug,1,1,yes
35,business,married,2,no,725,yes,no,cellular,10,jul,1,0,no
42,business,married,3,no,1686,yes,yes,cellular,20,apr,4,0,no
31,others,single,2,no,46,no,no,cellular,27,aug,6,0,no
40,others,single,2,no,856,yes,no,telephone,17,nov,1,0,no
21,others,married,2,no,0,yes,yes,Unknown,15,may,5,0,no
25,others,single,2,no,1765,yes,no,Unknown,23,may,2,0,no
40,others,divorced,1,no,548,yes,yes,Unknown,30,may,1,0,no
33,others,married,2,no,711,yes,no,cellular,18,may,2,0,no
35,others,married,1,no,77,no,no,cellular,8,aug,1,0,no
46,business,married,1,no,0,no,no,cellular,4,aug,1,0,no
55,others,married,1,no,4,no,no,cellular,21,nov,3,0,no
30,others,single,3,no,2530,yes,no,Unknown,9,may,1,0,no
30,others,married,2,no,1222,yes,no,cellular,14,may,1,0,no
34,business,married,2,no,-311,yes,no,Unknown,27,may,2,0,no
25,others,single,2,no,320,yes,no,cellular,18,may,3,0,no
38,business,married,3,no,2724,yes,no,Unknown,16,may,4,0,no
38,business,single,3,no,-145,yes,no,cellular,21,jul,2,0,no
24,others,single,2,no,278,yes,no,Unknown,30,may,1,0,no
35,others,married,3,no,1526,yes,no,cellular,2,feb,2,4,no
36,business,divorced,2,no,50,yes,no,cellular,6,may,1,0,no
49,others,married,1,no,3049,no,no,Unknown,12,jun,2,0,no
56,others,divorced,3,no,401,yes,no,telephone,20,nov,1,0,no
46,others,married,2,no,1723,no,no,cellular,26,apr,3,4,no
42,business,married,3,no,484,yes,no,cellular,11,jul,2,0,no
30,business,married,3,no,4948,no,no,cellular,21,aug,2,0,no
41,business,married,2,no,49,yes,no,cellular,28,jul,8,0,no
35,others,married,2,no,70,yes,yes,cellular,8,may,1,4,no
31,business,married,3,no,11,yes,yes,cellular,20,aug,2,0,no
41,business,married,3,no,10758,yes,no,cellular,1,jun,1,0,no
25,business,single,2,no,0,no,yes,cellular,25,jul,1,0,no
59,others,divorced,1,no,1228,no,yes,cellular,16,jul,3,0,no
57,business,married,3,no,256,no,no,cellular,5,jun,2,1,yes
34,others,married,2,no,398,yes,no,cellular,3,jun,2,0,no
29,others,married,2,no,296,yes,no,Unknown,4,jun,1,0,no
30,business,single,3,no,232,no,no,cellular,15,apr,1,0,yes
27,others,single,3,no,372,yes,yes,cellular,25,jul,2,0,yes
30,others,single,2,no,161,no,yes,telephone,8,sep,3,0,yes
55,others,married,2,no,85,no,no,Unknown,3,jul,2,0,no
49,others,divorced,2,no,1869,no,yes,Unknown,11,jun,1,0,no
33,others,married,2,no,3605,yes,no,cellular,20,nov,1,0,no
43,others,divorced,1,no,-70,yes,no,cellular,12,may,2,0,no
40,business,married,3,no,416,yes,no,cellular,24,jul,2,0,no
29,business,married,3,no,1258,yes,no,cellular,29,jan,1,0,no
31,others,married,2,no,-214,yes,no,Unknown,27,may,1,0,no
53,business,divorced,3,no,2679,no,no,cellular,20,nov,3,0,yes
41,others,married,2,no,3123,yes,no,cellular,3,apr,2,2,yes
66,business,married,3,no,6251,no,no,cellular,10,aug,2,10,no
32,business,married,1,yes,-1161,yes,yes,cellular,30,jan,5,0,no
25,others,single,2,no,154,no,no,cellular,2,sep,1,3,yes
30,others,married,1,no,265,yes,yes,Unknown,9,may,1,0,no
34,others,married,2,yes,421,yes,no,Unknown,20,may,3,0,no
37,business,married,3,no,332,yes,no,cellular,14,aug,2,7,no
41,business,married,2,no,338,yes,no,Unknown,16,may,1,0,no
37,business,single,3,no,-533,no,no,cellular,26,aug,4,0,no
30,others,married,2,no,1196,no,no,Unknown,27,may,1,0,no
43,business,divorced,2,no,738,yes,no,cellular,21,nov,4,4,no
38,others,married,2,no,5,no,no,Unknown,5,jun,2,0,no
49,business,married,2,no,428,yes,no,Unknown,5,may,1,0,no
24,others,single,2,no,-103,yes,yes,Unknown,5,may,1,0,no
40,others,married,2,no,504,yes,no,cellular,2,feb,1,1,no
46,others,married,1,no,952,yes,no,cellular,9,apr,4,0,no
39,business,married,3,no,1108,no,no,cellular,21,apr,1,0,yes
35,business,single,2,no,1087,no,no,cellular,5,feb,1,0,no
47,others,divorced,1,yes,0,yes,no,cellular,28,jul,3,0,no
37,others,married,2,no,10721,yes,no,Unknown,18,jun,3,0,no
34,others,married,2,no,382,yes,yes,cellular,4,feb,2,7,no
58,others,married,3,no,-509,no,yes,cellular,8,jul,1,0,no
37,business,married,2,no,597,no,no,cellular,2,jun,1,0,yes
35,business,single,3,no,2015,no,no,cellular,15,jun,1,1,no
37,business,married,3,no,57,no,no,cellular,30,apr,2,1,no
28,others,married,2,no,6,yes,no,Unknown,9,may,1,0,no
39,business,married,2,no,0,yes,no,telephone,8,may,3,5,no
37,business,divorced,2,no,3975,yes,no,cellular,11,may,2,0,no
58,business,married,3,no,2920,yes,no,Unknown,9,jun,1,0,no
76,others,married,2,no,242,no,no,telephone,16,sep,3,0,no
43,others,divorced,2,no,-145,yes,no,cellular,28,jul,3,0,no
52,business,married,3,no,732,no,no,telephone,4,feb,1,0,no
58,others,married,2,no,235,no,no,cellular,27,aug,4,0,no
48,others,married,2,yes,0,yes,yes,cellular,7,may,1,0,no
54,others,married,2,no,-626,yes,yes,cellular,31,jul,5,0,no
48,others,married,2,no,3726,yes,no,cellular,29,jul,2,0,no
54,business,divorced,3,no,5399,no,yes,cellular,2,apr,3,0,no
40,others,married,2,no,395,yes,yes,Unknown,23,may,1,0,no
33,others,married,2,no,-112,yes,no,Unknown,28,may,1,0,no
44,business,married,3,no,7454,no,no,Unknown,5,jun,1,0,no
64,others,married,1,no,12067,no,no,telephone,30,jul,2,2,yes
40,others,married,2,no,1716,yes,no,cellular,12,aug,8,0,no
31,others,single,2,no,823,yes,yes,cellular,7,apr,1,0,no
43,business,married,2,no,616,yes,no,Unknown,9,may,2,0,no
33,others,single,3,no,461,yes,no,cellular,4,feb,1,0,no
42,others,married,2,no,1990,yes,yes,Unknown,19,may,1,0,no
36,others,married,1,no,1993,yes,yes,cellular,13,may,1,2,no
43,others,married,1,no,533,yes,no,cellular,14,may,2,1,no
33,business,single,3,no,372,yes,yes,cellular,6,may,1,0,no
53,others,married,3,no,210,yes,no,telephone,21,jul,3,0,no
24,others,married,1,no,146,no,no,cellular,16,apr,1,0,no
49,business,married,3,no,0,no,no,cellular,29,aug,6,0,no
32,others,divorced,3,no,2558,no,no,Unknown,5,may,2,0,no
36,others,married,3,no,2517,no,no,Unknown,11,jun,2,0,no
47,others,married,2,no,3519,no,yes,cellular,28,dec,1,1,no
53,business,married,2,no,1796,no,no,telephone,15,dec,1,1,yes
37,others,married,2,no,722,yes,no,cellular,17,apr,1,3,no
22,others,single,2,no,0,yes,no,Unknown,19,may,1,0,no
48,others,divorced,2,no,-154,no,no,Unknown,3,jun,3,0,no
32,others,single,2,no,0,yes,no,Unknown,5,may,1,0,no
39,business,married,2,no,18,yes,no,cellular,22,may,1,0,no
40,others,married,1,no,422,yes,no,Unknown,14,may,3,0,no
55,business,single,3,no,111,no,no,cellular,16,apr,1,0,no
34,business,married,3,no,1703,yes,no,cellular,22,jul,5,0,no
36,others,married,2,no,-179,yes,no,cellular,18,nov,2,1,no
80,others,married,1,no,2994,no,no,cellular,6,aug,1,0,no
60,others,married,2,no,0,no,no,Unknown,20,jun,2,0,no
36,business,married,3,no,46,no,no,cellular,25,aug,4,0,no
41,business,married,3,no,-4,yes,no,cellular,8,may,1,1,no
28,business,single,3,no,341,no,no,cellular,30,jan,1,0,no
36,business,single,3,no,62,yes,no,cellular,3,nov,1,7,yes
34,business,single,3,no,11350,yes,no,cellular,20,nov,1,0,no
33,business,single,3,no,794,no,no,Unknown,25,jun,1,0,no
54,business,married,3,no,217,no,no,telephone,17,nov,2,0,no
50,others,married,3,no,3117,no,no,cellular,20,nov,2,1,no
36,others,single,2,no,110,no,no,cellular,8,jul,2,0,no
32,others,married,2,no,0,yes,no,cellular,8,may,2,0,no
57,business,married,3,no,0,no,no,cellular,6,aug,6,0,no
30,others,single,3,no,803,no,no,cellular,30,apr,1,0,no
31,others,single,2,no,24,no,no,cellular,18,jul,2,0,no
32,others,single,2,no,43,no,no,cellular,5,aug,1,0,no
40,others,married,3,no,2946,no,no,Unknown,9,jun,2,0,no
37,others,single,2,no,2042,yes,no,Unknown,20,may,1,0,no
58,business,married,3,no,9339,yes,no,telephone,18,nov,3,3,no
34,others,married,1,no,3,yes,no,cellular,13,may,2,0,no
26,others,married,3,no,479,yes,no,cellular,9,feb,3,0,no
47,others,divorced,2,no,440,no,no,cellular,29,jan,1,0,no
55,others,married,2,no,1192,yes,no,Unknown,13,may,1,0,no
34,others,married,2,no,152,no,no,cellular,25,oct,1,0,no
35,business,married,3,no,1100,no,yes,cellular,29,jan,2,0,no
56,others,married,1,no,0,no,no,Unknown,27,jun,2,0,no
51,business,married,3,no,0,yes,no,Unknown,16,may,5,0,no
37,others,married,1,no,1104,no,no,Unknown,18,jun,8,0,no
47,business,divorced,3,no,10399,yes,no,Unknown,15,may,2,0,no
50,business,married,1,no,-75,no,yes,telephone,9,jul,7,0,no
46,business,married,3,no,445,yes,no,cellular,10,jul,1,0,no
33,business,single,3,no,0,no,no,cellular,20,aug,1,0,no
28,others,married,3,no,482,no,no,cellular,25,may,1,0,yes
44,others,married,1,no,-237,yes,no,telephone,10,jul,1,0,no
39,others,married,1,no,976,yes,no,cellular,30,jan,1,2,no
32,business,single,3,no,8866,no,no,cellular,18,mar,2,0,yes
32,others,single,3,no,12269,no,no,Unknown,16,may,1,0,no
34,business,married,2,no,920,no,no,cellular,14,may,3,3,yes
27,business,single,2,yes,-110,no,yes,cellular,8,jul,2,0,no
53,others,married,2,no,6112,no,no,cellular,30,apr,1,1,no
43,business,married,3,no,439,no,no,Unknown,17,jun,1,0,no
35,business,divorced,2,no,0,yes,no,cellular,7,may,2,0,no
51,others,married,2,no,-1136,no,yes,Unknown,25,jun,1,0,no
38,others,single,2,yes,0,no,no,Unknown,11,jun,3,0,no
25,others,single,2,no,281,no,yes,cellular,9,jul,1,0,no
33,others,married,2,no,2655,yes,no,cellular,21,nov,1,0,no
51,others,divorced,3,no,4596,no,no,cellular,8,aug,5,0,no
36,others,single,2,no,161,yes,no,Unknown,11,jun,2,0,no
38,business,divorced,2,no,1533,yes,no,cellular,12,may,1,4,no
31,business,single,2,no,0,yes,no,Unknown,16,may,4,0,no
45,others,married,2,no,827,yes,no,Unknown,15,may,5,0,no
35,business,single,3,no,7506,yes,no,Unknown,30,oct,1,0,yes
25,business,single,3,no,1098,yes,yes,cellular,8,jul,1,0,no
48,business,married,2,no,438,no,no,cellular,28,jan,5,0,no
53,others,divorced,1,no,-24,no,yes,cellular,14,jul,3,0,no
27,others,single,3,no,3687,no,no,cellular,8,apr,2,0,no
27,business,single,3,no,512,yes,yes,Unknown,3,jun,1,0,no
49,business,married,2,no,182,yes,no,cellular,2,apr,1,2,no
24,others,single,2,yes,-122,yes,no,Unknown,13,may,1,0,yes
52,others,married,2,no,370,yes,no,cellular,28,jan,1,2,no
31,others,single,2,no,674,yes,yes,Unknown,3,jun,3,0,no
54,others,divorced,2,no,309,no,no,cellular,20,apr,1,0,yes
45,others,married,2,no,247,yes,no,cellular,8,may,1,0,no
36,business,married,3,no,268,yes,yes,cellular,24,jul,1,0,no
33,others,single,3,no,8874,no,yes,Unknown,21,may,3,0,no
52,business,married,2,no,70,yes,no,Unknown,3,jun,2,0,no
35,others,single,2,no,230,no,no,cellular,3,feb,1,0,no
39,business,married,2,no,11835,yes,no,cellular,11,aug,2,0,yes
33,business,married,3,no,4636,no,no,cellular,22,aug,6,0,no
60,others,divorced,2,no,2063,no,no,cellular,17,feb,2,0,no
28,business,single,2,no,89,yes,yes,cellular,6,feb,2,0,no
44,business,married,2,no,-20,no,no,Unknown,28,may,3,0,no
37,others,married,2,no,1483,no,no,Unknown,20,jun,9,0,no
27,others,married,2,no,613,yes,no,Unknown,19,may,3,0,no
65,others,married,3,no,1948,no,no,cellular,2,feb,2,0,no
59,others,married,1,no,2632,no,no,cellular,3,jun,1,0,no
32,business,married,3,no,281,yes,no,Unknown,6,may,1,0,no
31,others,single,2,no,181,no,no,cellular,30,apr,1,0,yes
38,others,married,1,no,563,yes,no,Unknown,30,may,1,0,no
45,others,married,1,no,318,no,no,cellular,16,jul,2,0,no
63,others,married,2,no,2030,no,no,cellular,6,apr,6,0,no
31,others,single,2,no,-423,yes,no,cellular,8,may,6,0,no
39,business,married,2,no,26233,no,no,cellular,2,oct,1,0,no
35,others,married,2,no,734,no,yes,cellular,9,jul,2,0,no
35,others,divorced,2,no,35,yes,no,cellular,7,jul,4,0,no
46,others,divorced,3,no,532,no,no,cellular,22,aug,2,0,no
64,others,married,1,no,2645,no,no,telephone,3,feb,2,0,yes
57,business,married,3,no,1660,no,no,cellular,4,aug,1,0,yes
43,business,married,3,no,460,no,yes,cellular,7,jul,1,0,no
29,others,married,2,no,933,yes,no,cellular,17,apr,2,0,no
40,others,divorced,3,no,1082,no,no,cellular,4,feb,1,0,no
57,others,married,2,no,890,no,no,cellular,5,feb,4,0,no
39,business,divorced,2,no,458,no,no,cellular,21,nov,2,0,no
39,others,married,2,no,1508,no,no,cellular,23,jul,1,0,no
58,others,married,1,no,1274,no,no,Unknown,18,jun,7,0,no
57,others,divorced,1,no,362,no,no,cellular,28,jan,1,1,no
42,others,married,2,no,-165,yes,yes,Unknown,27,may,3,0,no
49,business,married,3,no,1,yes,no,cellular,4,may,4,0,no
36,business,married,3,no,3057,no,no,Unknown,16,jun,4,0,yes
66,business,married,1,no,0,no,no,telephone,12,aug,1,0,no
29,others,single,3,no,795,no,no,cellular,26,may,1,0,no
33,others,married,2,no,90,yes,no,cellular,17,apr,2,2,no
49,business,married,2,no,1147,yes,yes,cellular,25,jul,3,0,no
50,business,married,3,no,2635,no,no,cellular,26,may,2,0,no
33,business,married,3,no,322,yes,no,cellular,16,apr,3,0,no
55,others,single,2,no,82,no,yes,cellular,7,jul,1,0,no
44,others,married,2,no,1,yes,no,Unknown,7,may,2,0,no
37,business,married,3,no,3841,no,no,cellular,11,jul,2,0,no
26,business,single,3,no,1646,no,no,cellular,12,apr,4,5,yes
45,business,married,3,no,3689,yes,no,cellular,7,may,1,5,no
34,business,married,2,no,1689,no,no,Unknown,20,may,1,0,no
25,business,single,3,no,323,no,yes,cellular,23,jul,1,0,no
54,others,married,2,no,1299,yes,no,cellular,25,may,1,0,no
50,others,married,2,no,2242,no,no,cellular,17,nov,2,0,no
47,others,married,1,no,2946,no,no,Unknown,5,jun,1,0,no
29,business,single,3,no,-27,no,no,cellular,13,may,1,0,yes
33,others,single,2,no,778,yes,no,cellular,16,apr,1,0,no
35,others,married,3,no,0,no,no,cellular,8,jul,1,0,no
33,business,married,2,no,582,yes,no,cellular,17,apr,2,0,no
57,others,married,1,no,0,no,no,cellular,8,jul,3,0,no
38,business,married,1,no,1487,no,no,Unknown,9,jun,2,0,no
34,others,married,2,no,1387,no,no,cellular,30,apr,1,0,no
47,others,divorced,2,no,129,no,no,cellular,2,feb,2,2,no
37,business,single,3,no,3452,yes,no,cellular,29,aug,9,0,no
54,others,married,3,no,0,yes,no,cellular,5,feb,2,1,yes
29,others,married,2,no,-547,yes,yes,cellular,6,apr,1,0,no
57,business,married,3,no,337,no,no,cellular,5,feb,2,0,no
30,others,married,2,no,282,yes,yes,Unknown,23,may,2,0,no
50,others,divorced,2,no,8016,no,no,cellular,17,jul,4,0,no
